epoch,train_loss,val_loss,val_ic,val_rank_ic
1,0.35543238,0.07658992,0.129496,0.132018
2,0.33267942,0.07779957,0.135341,0.128030
3,0.32078728,0.08935806,0.150548,0.146086
4,0.31106641,0.08778943,0.118596,0.114306
5,0.30227845,0.09442036,0.111516,0.112481
6,0.29311485,0.09770192,0.092016,0.090187
7,0.28440555,0.09770310,0.143846,0.147350
8,0.27592073,0.10648781,0.091042,0.096151
