epoch,train_loss,val_loss,val_ic,val_rank_ic
1,0.36746212,0.07752101,0.197123,0.206585
2,0.33482908,0.07748188,0.202368,0.215830
3,0.31403944,0.08432181,0.182073,0.185485
4,0.29541644,0.08597521,0.182835,0.187677
5,0.27771632,0.09515222,0.168039,0.171938
6,0.26147522,0.10430179,0.160418,0.170301
7,0.24717171,0.11223921,0.157500,0.167427
