epoch,train_loss,val_loss,val_ic,val_rank_ic
1,0.00721276,0.00704456,0.121363,0.080671
2,0.00715765,0.00708187,0.120948,0.083632
3,0.00713528,0.00712387,0.117863,0.079139
4,0.00712373,0.00709230,0.116870,0.079587
5,0.00710754,0.00709778,0.116332,0.079200
