epoch,train_loss,val_loss,val_ic,val_rank_ic
1,0.00661026,0.00739148,0.045902,0.033980
2,0.00658277,0.00740023,0.042575,0.030485
3,0.00657694,0.00740227,0.039174,0.031996
4,0.00657334,0.00740874,0.040185,0.027492
5,0.00656610,0.00739381,0.043881,0.033966
6,0.00656043,0.00743519,0.040546,0.025965
