epoch,train_loss,val_loss,val_ic,val_rank_ic
1,0.36762659,0.08181511,0.186843,0.193725
2,0.33514386,0.08165960,0.184571,0.203785
3,0.31660464,0.08271091,0.190057,0.198736
4,0.29968213,0.09646634,0.174229,0.182198
5,0.28309216,0.09964306,0.176981,0.181736
6,0.26690887,0.11123961,0.156810,0.165020
7,0.25217288,0.11456410,0.171041,0.174097
8,0.23845847,0.12053934,0.158779,0.165186
