epoch,train_loss,val_loss,val_ic,val_rank_ic
1,0.00650076,0.00741148,0.034724,0.028849
2,0.00647222,0.00741658,0.037933,0.028430
3,0.00646360,0.00741249,0.036884,0.028087
4,0.00645787,0.00742387,0.035649,0.027926
5,0.00645259,0.00742441,0.033086,0.025667
6,0.00644846,0.00742741,0.033671,0.026072
7,0.00644439,0.00743178,0.036981,0.027003
