epoch,train_loss,val_loss,val_ic,val_rank_ic
1,0.00745627,0.00706282,0.035810,0.035810
2,0.00745433,0.00706267,0.034305,0.034305
3,0.00745224,0.00706384,0.034144,0.034144
4,0.00745106,0.00706404,0.034362,0.034362
5,0.00744926,0.00706576,0.033601,0.033601
6,0.00744773,0.00706724,0.033760,0.033760
