epoch,train_loss,val_loss,val_ic,val_rank_ic
1,0.00734657,0.00684125,0.020149,0.020149
2,0.00733923,0.00684301,0.018030,0.018030
3,0.00733318,0.00684628,0.017446,0.017446
4,0.00732936,0.00684626,0.015971,0.015971
5,0.00732486,0.00684903,0.016362,0.016362
6,0.00732113,0.00685426,0.016785,0.016785
