epoch,train_loss,val_loss,val_ic,val_rank_ic
1,0.36654842,0.07437517,0.244964,0.256506
2,0.33566882,0.07833766,0.213212,0.223494
3,0.31502361,0.08332205,0.208237,0.218130
4,0.29619361,0.09336069,0.189841,0.198491
5,0.27876192,0.09384055,0.172910,0.183286
6,0.26334153,0.10195844,0.182858,0.196072
