epoch,train_loss,val_loss,val_ic,val_rank_ic
1,0.35720094,0.07557663,0.151757,0.156993
2,0.33465996,0.07664861,0.223040,0.223615
3,0.32218289,0.07994096,0.164077,0.165507
4,0.31279658,0.09282138,0.145887,0.149074
5,0.30391000,0.08669171,0.177258,0.184960
6,0.29545998,0.09304114,0.170718,0.175923
7,0.28701107,0.09623062,0.159712,0.166564
