epoch,train_loss,val_loss,val_ic,val_rank_ic
1,0.00723741,0.00735754,0.092457,0.056015
2,0.00719024,0.00735854,0.093531,0.057754
3,0.00717769,0.00736427,0.094857,0.062926
4,0.00716911,0.00734892,0.094157,0.059593
5,0.00716047,0.00735248,0.091752,0.061207
6,0.00715497,0.00734409,0.093609,0.063638
7,0.00714743,0.00735089,0.093382,0.066216
8,0.00714340,0.00733844,0.093871,0.060907
