epoch,train_loss,val_loss,val_ic,val_rank_ic
1,0.37978438,0.06381628,0.015386,0.017511
2,0.37910340,0.06366827,0.024181,0.022505
3,0.37894522,0.06373379,0.024651,0.015018
4,0.37871416,0.06398921,0.018420,0.019764
5,0.37852296,0.06393743,0.022227,0.016043
6,0.37822006,0.06389566,0.019234,0.015651
7,0.37784566,0.06413185,0.019055,0.018426
8,0.37747268,0.06407228,0.020901,0.012951
