epoch,train_loss,val_loss,val_ic,val_rank_ic
1,0.07585650,0.08194067,-0.038418,-0.046289
2,0.06883334,0.07915595,0.016384,-0.008840
3,0.06507343,0.08057736,0.009637,-0.013055
4,0.06188947,0.07939268,0.012397,-0.017897
5,0.05869622,0.08444292,-0.019508,-0.042136
6,0.05539522,0.08435091,0.014928,-0.007145
7,0.05198149,0.08370387,0.016272,-0.006595
