epoch,train_loss,val_loss,val_ic,val_rank_ic
1,0.35629719,0.07887816,0.195958,0.195273
2,0.33492630,0.07577726,0.137936,0.130987
3,0.32239932,0.08124433,0.088714,0.072589
4,0.31108949,0.08503578,0.065781,0.051005
5,0.30078898,0.08927553,0.029960,0.019233
6,0.29089501,0.09297870,0.031931,0.026793
