epoch,train_loss,val_loss,val_ic,val_rank_ic
1,0.36942151,0.08120794,0.125896,0.126263
2,0.34450557,0.07638724,0.200647,0.206229
3,0.31945109,0.08095701,0.129302,0.126408
4,0.30036286,0.08635081,0.144048,0.141114
5,0.28276834,0.09037969,0.142566,0.144589
6,0.26636257,0.09700259,0.141036,0.145646
7,0.25117409,0.10750448,0.113847,0.115777
