epoch,train_loss,val_loss,val_ic,val_rank_ic
1,0.35524759,0.07313004,0.209706,0.205110
2,0.33304133,0.07686764,0.136517,0.128965
3,0.32070674,0.08707882,0.125081,0.117970
4,0.31096535,0.08766805,0.148363,0.144385
5,0.30146480,0.09039839,0.146847,0.148966
6,0.29215831,0.10007047,0.127403,0.129554
