epoch,train_loss,val_loss,val_ic,val_rank_ic
1,0.00716334,0.00668271,0.036279,0.036279
2,0.00714021,0.00668807,0.030487,0.030487
3,0.00712967,0.00668896,0.028487,0.028487
4,0.00711840,0.00668729,0.028360,0.028360
5,0.00711250,0.00668592,0.025725,0.025725
6,0.00710897,0.00668645,0.022245,0.022245
