epoch,train_loss,val_loss,val_ic,val_rank_ic
1,0.06598470,0.06561613,0.016416,0.015555
2,0.06399151,0.06448400,0.020779,0.018654
3,0.06375826,0.06443088,0.019208,0.019849
4,0.06365608,0.06438213,0.024014,0.025768
5,0.06365270,0.06440330,0.024121,0.024312
6,0.06353553,0.06436936,0.018257,0.018435
7,0.06344357,0.06438314,0.021479,0.027656
8,0.06342954,0.06444011,0.018901,0.023175
9,0.06334887,0.06443191,0.017171,0.026133
10,0.06328561,0.06467992,0.016052,0.026604
