epoch,train_loss,val_loss,val_ic,val_rank_ic
1,0.00671507,0.00684476,0.022924,0.020624
2,0.00668086,0.00686159,0.022591,0.028961
3,0.00667411,0.00684196,0.020387,0.036336
4,0.00667280,0.00683984,0.019540,0.023336
5,0.00667111,0.00684091,0.017995,0.008264
6,0.00667133,0.00684098,0.018649,0.016489
